"nodeA","nodeB","nodeC","rel1","rel2","rel3"
"Brian Edward Launder","physicien","vivant","6","17","17"
"Steve Keen","économiste","vivant","6","17","17"
"Alexis Bonnet","mathématicien","vivant","6","17","17"
"Michal Kunc","mathématicien","vivant","6","17","17"
"Michael Fekete","mathématicien","vivant","6","17","17"
"David Anthony Ham","mathématicien","vivant","6","17","17"
"Mikhail Mikhailovich Postnikov","mathématicien","vivant","6","17","17"
"Methanobacterium","biologie","vivant","6","42","17"
"Methanobacterium","vivant","biologie","17","","6"
"Joseph E. Stiglitz","économiste","vivant","6","17","17"
"Franco Brezzi","mathématicien","vivant","6","17","17"
"Stanley Joel Osher","mathématicien","vivant","6","17","17"
"Bernd Sturmfels","mathématicien","vivant","6","17","17"
"Jerrold Eldon Marsden","mathématicien","vivant","6","17","17"
"David Leigh Donoho","mathématicien","vivant","6","17","17"
"Persi Diaconis","mathématicien","vivant","6","17","17"
"Charles Samuel Peskin","mathématicien","vivant","6","17","17"
"Andrew Joseph Majda","mathématicien","vivant","6","17","17"
"Kurt Otto Friedrichs","mathématicien","vivant","6","17","17"
"Peter Karl Henrici","mathématicien","vivant","6","17","17"
"Solomon Lefschetz","mathématicien","vivant","6","17","17"
"Mark Kac","mathématicien","vivant","6","17","17"
"Ian Grant Macdonald","mathématicien","vivant","6","17","17"
"Gilbert de Beauregard Robinson","mathématicien","vivant","6","17","17"
"Alfred Young","mathématicien","vivant","6","17","17"
"Isaac Todhunter","mathématicien","vivant","6","17","17"
"Gilbert Labelle","mathématicien","vivant","6","17","17"
"Andries Evert Brouwer","mathématicien","vivant","6","17","17"
"Dambisa Felicia Moyo","économiste","vivant","6","17","17"
"Heinrich Eugen Waentig","économiste","vivant","6","17","17"
"Eugen Bejinariu","économiste","vivant","6","17","17"
"Peter Guthrie Tait","physicien","vivant","6","17","17"
"Cargill Gilston Knott","physicien","vivant","6","17","17"
"Didier Eribon","sociologue","vivant","6","17","17"
"Marston Morse","mathématicien","vivant","6","17","17"
"José de Echegaray y Eizaguirre","mathématicien","vivant","6","17","17"
"Isidore de Milet","mathématicien","vivant","6","17","17"
"Gustave Solomon","mathématicien","vivant","6","17","17"
"Abdelmajid Ennabli","archéologue","vivant","6","17","17"
"Nassau William Senior","économiste","vivant","6","17","17"
"Giovanni Alfonso Borelli","mathématicien","vivant","6","17","17"
"Pierre Lehmann","physicien","vivant","6","17","17"
"Mordehai Milgrom","physicien","vivant","6","17","17"
"Carl F. Gauss","mathématicien","vivant","6","17","17"
"Joseph-Louis Lagrange","mathématicien","vivant","6","17","17"
"Srinivasa Aïyengar Ramanujan","mathématicien","vivant","6","17","17"
"Leonardo Pisano Fibonacci","mathématicien","vivant","6","17","17"
"Karl Wilhelm Theodor Weierstrass","mathématicien","vivant","6","17","17"
"Brahmagupta Bhillamalacarya","mathématicien","vivant","6","17","17"
"Augustin Louis Cauchy","coeur","vivant","9","17","17"
"Augustin Louis Cauchy","jambes","vivant","9","17","17"
"Augustin Louis Cauchy","bouche","vivant","9","17","17"
"Augustin Louis Cauchy","visage","vivant","9","17","17"
"Augustin Louis Cauchy","tête","vivant","9","17","17"
"Augustin Louis Cauchy","pied","vivant","9","17","17"
"Augustin Louis Cauchy","bras","vivant","9","17","17"
"Augustin Louis Cauchy","corps","vivant","9","17","17"
"Augustin Louis Cauchy","individu","vivant","6","17","17"
"Augustin Louis Cauchy","individu","vivant","6","6","17"
"Augustin Louis Cauchy","être humain","vivant","6","17","17"
"Augustin Louis Cauchy","être humain","vivant","6","6","17"
"Augustin Louis Cauchy","personne","vivant","6","17","17"
"Augustin Louis Cauchy","personne","vivant","6","6","17"
"Augustin Louis Cauchy","être vivant","vivant","6","17","17"
"Augustin Louis Cauchy","mathématicien","vivant","6","17","17"
"Augustin Louis Cauchy","mathématicien","mort","6","17","17"
"Augustin Louis Cauchy","mathématicien","être vivant","6","6","6"
"Augustin Louis Cauchy","mathématicien","individu","6","6","6"
"Augustin Louis Cauchy","mathématicien","personne","6","6","6"
"Augustin Louis Cauchy","mathématicien","être humain","6","6","6"
"Augustin Louis Cauchy","mathématicien","bras","6","9","9"
"Augustin Louis Cauchy","mathématicien","coeur","6","9","9"
"Augustin Louis Cauchy","mathématicien","nez","6","9","9"
"Augustin Louis Cauchy","mathématicien","visage","6","9","9"
"Augustin Louis Cauchy","mathématicien","yeux","6","9","9"
"Augustin Louis Cauchy","mathématicien","jambe","6","9","9"
"Augustin Louis Cauchy","mathématicien","bouche","6","9","9"
"Augustin Louis Cauchy","mathématicien","oeil","6","9","9"
"Augustin Louis Cauchy","mathématicien","cou","6","9","9"
"Augustin Louis Cauchy","mathématicien","corps","6","9","9"
"Augustin Louis Cauchy","mathématicien","ADN","6","9","9"
"Augustin Louis Cauchy","mathématicien","tête","6","9","9"
"Augustin Louis Cauchy","mathématicien","jambes","6","9","9"
"Augustin Louis Cauchy","mathématicien","pied","6","9","9"
"Augustin Louis Cauchy","mathématicien","main","6","9","9"
"Augustin Louis Cauchy","scientifique","vivant","6","17","17"
"Augustin Louis Cauchy","scientifique","mort","6","17","17"
"Augustin Louis Cauchy","scientifique","être animé","6","6","6"
"Augustin Louis Cauchy","scientifique","personne","6","6","6"
"Augustin Louis Cauchy","scientifique","individu","6","6","6"
"Augustin Louis Cauchy","scientifique","être humain","6","6","6"
"Augustin Louis Cauchy","scientifique","être vivant","6","6","6"
"Augustin Louis Cauchy","scientifique","bouche","6","9","9"
"Augustin Louis Cauchy","scientifique","coeur","6","9","9"
"Augustin Louis Cauchy","scientifique","nez","6","9","9"
"Augustin Louis Cauchy","scientifique","jambes","6","9","9"
"Augustin Louis Cauchy","scientifique","tête","6","9","9"
"Augustin Louis Cauchy","scientifique","visage","6","9","9"
"Augustin Louis Cauchy","scientifique","corps","6","9","9"
"Augustin Louis Cauchy","scientifique","ADN","6","9","9"
"Augustin Louis Cauchy","scientifique","bras","6","9","9"
"Augustin Louis Cauchy","scientifique","oeil","6","9","9"
"Augustin Louis Cauchy","scientifique","yeux","6","9","9"
"Augustin Louis Cauchy","scientifique","pied","6","9","9"
"Augustin Louis Cauchy","scientifique","cou","6","9","9"
"Augustin Louis Cauchy","scientifique","main","6","9","9"
"Augustin Louis Cauchy","scientifique","jambe","6","9","9"
"Augustin Louis Cauchy","mort","vivant","17","17","17"
"Augustin Louis Cauchy","vivant","être humain","17","6","6"
"Augustin Louis Cauchy","vivant","individu","17","6","6"
"Augustin Louis Cauchy","vivant","être animé","17","6","6"
"Augustin Louis Cauchy","vivant","personne","17","6","6"
"Augustin Louis Cauchy","vivant","être vivant","17","6","6"
"Augustin Louis Cauchy","vivant","cou","17","9","9"
"Augustin Louis Cauchy","vivant","oeil","17","9","9"
"Augustin Louis Cauchy","vivant","corps","17","9","9"
"Augustin Louis Cauchy","vivant","main","17","9","9"
"Augustin Louis Cauchy","vivant","nez","17","9","9"
"Augustin Louis Cauchy","vivant","visage","17","9","9"
"Augustin Louis Cauchy","vivant","coeur","17","9","9"
"Augustin Louis Cauchy","vivant","bras","17","9","9"
"Augustin Louis Cauchy","vivant","tête","17","9","9"
"Augustin Louis Cauchy","vivant","jambe","17","9","9"
"Augustin Louis Cauchy","vivant","ADN","17","9","9"
"Augustin Louis Cauchy","vivant","bouche","17","9","9"
"Augustin Louis Cauchy","vivant","yeux","17","9","9"
"Augustin Louis Cauchy","vivant","personne","17","9","6"
"Augustin Louis Cauchy","vivant","pied","17","9","9"
"Augustin Louis Cauchy","vivant","jambes","17","9","9"
"Aryabhatta","mathématicien","vivant","6","17","17"
"Carl G. J. Jacobi","mathématicien","vivant","6","17","17"
"Pierre-Simon Laplace","tête","vivant","9","17","17"
"Pierre-Simon Laplace","jambes","vivant","9","17","17"
"Pierre-Simon Laplace","visage","vivant","9","17","17"
"Pierre-Simon Laplace","bras","vivant","9","17","17"
"Pierre-Simon Laplace","bouche","vivant","9","17","17"
"Pierre-Simon Laplace","corps","vivant","9","17","17"
"Pierre-Simon Laplace","pied","vivant","9","17","17"
"Pierre-Simon Laplace","coeur","vivant","9","17","17"
"Pierre-Simon Laplace","individu","vivant","6","17","17"
"Pierre-Simon Laplace","individu","vivant","6","6","17"
"Pierre-Simon Laplace","être vivant","vivant","6","17","17"
"Pierre-Simon Laplace","être humain","vivant","6","17","17"
"Pierre-Simon Laplace","être humain","vivant","6","6","17"
"Pierre-Simon Laplace","personne","vivant","6","17","17"
"Pierre-Simon Laplace","personne","vivant","6","6","17"
"Pierre-Simon Laplace","mathématicien","vivant","6","17","17"
"Pierre-Simon Laplace","mathématicien","mort","6","17","17"
"Pierre-Simon Laplace","mathématicien","être vivant","6","6","6"
"Pierre-Simon Laplace","mathématicien","individu","6","6","6"
"Pierre-Simon Laplace","mathématicien","personne","6","6","6"
"Pierre-Simon Laplace","mathématicien","être humain","6","6","6"
"Pierre-Simon Laplace","mathématicien","bras","6","9","9"
"Pierre-Simon Laplace","mathématicien","coeur","6","9","9"
"Pierre-Simon Laplace","mathématicien","nez","6","9","9"
"Pierre-Simon Laplace","mathématicien","visage","6","9","9"
"Pierre-Simon Laplace","mathématicien","yeux","6","9","9"
"Pierre-Simon Laplace","mathématicien","jambe","6","9","9"
"Pierre-Simon Laplace","mathématicien","bouche","6","9","9"
"Pierre-Simon Laplace","mathématicien","oeil","6","9","9"
"Pierre-Simon Laplace","mathématicien","cou","6","9","9"
"Pierre-Simon Laplace","mathématicien","corps","6","9","9"
"Pierre-Simon Laplace","mathématicien","ADN","6","9","9"
"Pierre-Simon Laplace","mathématicien","tête","6","9","9"
"Pierre-Simon Laplace","mathématicien","jambes","6","9","9"
"Pierre-Simon Laplace","mathématicien","pied","6","9","9"
"Pierre-Simon Laplace","mathématicien","main","6","9","9"
"Pierre-Simon Laplace","scientifique","vivant","6","17","17"
"Pierre-Simon Laplace","scientifique","mort","6","17","17"
"Pierre-Simon Laplace","scientifique","être animé","6","6","6"
"Pierre-Simon Laplace","scientifique","personne","6","6","6"
"Pierre-Simon Laplace","scientifique","individu","6","6","6"
"Pierre-Simon Laplace","scientifique","être humain","6","6","6"
"Pierre-Simon Laplace","scientifique","être vivant","6","6","6"
"Pierre-Simon Laplace","scientifique","bouche","6","9","9"
"Pierre-Simon Laplace","scientifique","coeur","6","9","9"
"Pierre-Simon Laplace","scientifique","nez","6","9","9"
"Pierre-Simon Laplace","scientifique","jambes","6","9","9"
"Pierre-Simon Laplace","scientifique","tête","6","9","9"
"Pierre-Simon Laplace","scientifique","visage","6","9","9"
"Pierre-Simon Laplace","scientifique","corps","6","9","9"
"Pierre-Simon Laplace","scientifique","ADN","6","9","9"
"Pierre-Simon Laplace","scientifique","bras","6","9","9"
"Pierre-Simon Laplace","scientifique","oeil","6","9","9"
"Pierre-Simon Laplace","scientifique","yeux","6","9","9"
"Pierre-Simon Laplace","scientifique","pied","6","9","9"
"Pierre-Simon Laplace","scientifique","cou","6","9","9"
"Pierre-Simon Laplace","scientifique","main","6","9","9"
"Pierre-Simon Laplace","scientifique","jambe","6","9","9"
"Pierre-Simon Laplace","mort","vivant","17","17","17"
"Pierre-Simon Laplace","vivant","être humain","17","6","6"
"Pierre-Simon Laplace","vivant","individu","17","6","6"
"Pierre-Simon Laplace","vivant","être animé","17","6","6"
"Pierre-Simon Laplace","vivant","personne","17","6","6"
"Pierre-Simon Laplace","vivant","être vivant","17","6","6"
"Pierre-Simon Laplace","vivant","cou","17","9","9"
"Pierre-Simon Laplace","vivant","oeil","17","9","9"
"Pierre-Simon Laplace","vivant","corps","17","9","9"
"Pierre-Simon Laplace","vivant","main","17","9","9"
"Pierre-Simon Laplace","vivant","nez","17","9","9"
"Pierre-Simon Laplace","vivant","visage","17","9","9"
"Pierre-Simon Laplace","vivant","coeur","17","9","9"
"Pierre-Simon Laplace","vivant","bras","17","9","9"
"Pierre-Simon Laplace","vivant","tête","17","9","9"
"Pierre-Simon Laplace","vivant","jambe","17","9","9"
"Pierre-Simon Laplace","vivant","ADN","17","9","9"
"Pierre-Simon Laplace","vivant","bouche","17","9","9"
"Pierre-Simon Laplace","vivant","yeux","17","9","9"
"Pierre-Simon Laplace","vivant","personne","17","9","6"
"Pierre-Simon Laplace","vivant","pied","17","9","9"
"Pierre-Simon Laplace","vivant","jambes","17","9","9"
"Amalie Emma Noether","mathématicien","vivant","6","17","17"
"Apollonius de Perga","mathématicien","vivant","6","17","17"
"Pythagore de Samos","mathématicien","vivant","6","17","17"
"Muhammed ibn Musâ al-Khawârizmi","mathématicien","vivant","6","17","17"
"Hermann Klaus Hugo Weyl","mathématicien","vivant","6","17","17"
"Bhaskara II","mathématicien","vivant","6","17","17"
"Takakazu Seki","mathématicien","vivant","6","17","17"
"Charles Hermite","mathématicien","vivant","6","17","17"
"André Weil","mathématicien","vivant","6","17","17"
"Gaspard Monge","mathématicien","vivant","6","17","17"
"Pappus d'Alexandrie","mathématicien","vivant","6","17","17"
"Omar al-Khayyám","mathématicien","vivant","6","17","17"
"Diophante","mathématicien","vivant","6","17","17"
"Jean-Baptiste Joseph Fourier","mathématicien","vivant","6","17","17"
"George Friedrich Bernhard Dedekind","mathématicien","vivant","6","17","17"
"Ludmil Vassilev Katzarkov","mathématicien","vivant","6","17","17"
"vide quantique","physicien","vivant","6","17","17"
"Colin Maclaurin","mathématicien","vivant","6","17","17"
"Gerald James Holton","physicien","vivant","6","17","17"
"Peter Louis Galison","physicien","vivant","6","17","17"
"Pyrococcus abyssi","biologie","vivant","6","42","17"
"Pyrococcus abyssi","vivant","biologie","17","","6"
"Pyrococcus furiosus","biologie","vivant","6","42","17"
"Pyrococcus furiosus","vivant","biologie","17","","6"
"Franz-Serafin Exner","physicien","vivant","6","17","17"
"Avi Wigderson","mathématicien","vivant","6","17","17"
"Miklós Ajtai","mathématicien","vivant","6","17","17"
"Martin Edward Dyer","mathématicien","vivant","6","17","17"
"Oded Regev","mathématicien","vivant","6","17","17"
"Alexandre Alexandrovitch Razborov","mathématicien","vivant","6","17","17"
"Sacha Razborov","mathématicien","vivant","6","17","17"
"Nitin Saxena","mathématicien","vivant","6","17","17"
"Neeraj Kayal","mathématicien","vivant","6","17","17"
"Manindra Agrawal","mathématicien","vivant","6","17","17"
"Michael Ezra Saks","mathématicien","vivant","6","17","17"
"Márió Szegedy","mathématicien","vivant","6","17","17"
"Wilhelm Ostwald","coeur","vivant","9","17","17"
"Wilhelm Ostwald","bras","vivant","9","17","17"
"Wilhelm Ostwald","corps","vivant","9","17","17"
"Wilhelm Ostwald","pied","vivant","9","17","17"
"Wilhelm Ostwald","visage","vivant","9","17","17"
"Wilhelm Ostwald","tête","vivant","9","17","17"
"Wilhelm Ostwald","bouche","vivant","9","17","17"
"Wilhelm Ostwald","jambes","vivant","9","17","17"
"Wilhelm Ostwald","humain","vivant","6","17","17"
"Wilhelm Ostwald","individu","vivant","6","17","17"
"Wilhelm Ostwald","individu","vivant","6","6","17"
"Wilhelm Ostwald","personne","vivant","6","17","17"
"Wilhelm Ostwald","personne","vivant","6","6","17"
"Wilhelm Ostwald","homme","vivant","6","17","17"
"Wilhelm Ostwald","homme","vivant","6","6","17"
"Wilhelm Ostwald","être humain","vivant","6","17","17"
"Wilhelm Ostwald","être humain","vivant","6","6","17"
"Wilhelm Ostwald","philosophe","vivant","6","17","17"
"Wilhelm Ostwald","scientifique","vivant","6","17","17"
"Wilhelm Ostwald","scientifique","être animé","6","6","6"
"Wilhelm Ostwald","scientifique","homme","6","6","6"
"Wilhelm Ostwald","scientifique","personne","6","6","6"
"Wilhelm Ostwald","scientifique","individu","6","6","6"
"Wilhelm Ostwald","scientifique","humain","6","6","6"
"Wilhelm Ostwald","scientifique","être humain","6","6","6"
"Wilhelm Ostwald","scientifique","bouche","6","9","9"
"Wilhelm Ostwald","scientifique","coeur","6","9","9"
"Wilhelm Ostwald","scientifique","nez","6","9","9"
"Wilhelm Ostwald","scientifique","jambes","6","9","9"
"Wilhelm Ostwald","scientifique","tête","6","9","9"
"Wilhelm Ostwald","scientifique","visage","6","9","9"
"Wilhelm Ostwald","scientifique","corps","6","9","9"
"Wilhelm Ostwald","scientifique","ADN","6","9","9"
"Wilhelm Ostwald","scientifique","bras","6","9","9"
"Wilhelm Ostwald","scientifique","oeil","6","9","9"
"Wilhelm Ostwald","scientifique","yeux","6","9","9"
"Wilhelm Ostwald","scientifique","pied","6","9","9"
"Wilhelm Ostwald","scientifique","cou","6","9","9"
"Wilhelm Ostwald","scientifique","main","6","9","9"
"Wilhelm Ostwald","scientifique","jambe","6","9","9"
"Wilhelm Ostwald","vivant","être humain","17","6","6"
"Wilhelm Ostwald","vivant","individu","17","6","6"
"Wilhelm Ostwald","vivant","être animé","17","6","6"
"Wilhelm Ostwald","vivant","personne","17","6","6"
"Wilhelm Ostwald","vivant","cou","17","9","9"
"Wilhelm Ostwald","vivant","oeil","17","9","9"
"Wilhelm Ostwald","vivant","corps","17","9","9"
"Wilhelm Ostwald","vivant","main","17","9","9"
"Wilhelm Ostwald","vivant","nez","17","9","9"
"Wilhelm Ostwald","vivant","visage","17","9","9"
"Wilhelm Ostwald","vivant","coeur","17","9","9"
"Wilhelm Ostwald","vivant","bras","17","9","9"
"Wilhelm Ostwald","vivant","tête","17","9","9"
"Wilhelm Ostwald","vivant","jambe","17","9","9"
"Wilhelm Ostwald","vivant","ADN","17","9","9"
"Wilhelm Ostwald","vivant","bouche","17","9","9"
"Wilhelm Ostwald","vivant","yeux","17","9","9"
"Wilhelm Ostwald","vivant","personne","17","9","6"
"Wilhelm Ostwald","vivant","pied","17","9","9"
"Wilhelm Ostwald","vivant","jambes","17","9","9"
"Michael A. B. Deakin","mathématicien","vivant","6","17","17"
"Stefano degli Angeli","mathématicien","vivant","6","17","17"
"Mathilde Lemoine","économiste","vivant","6","17","17"
"Lucien Clément Malavard","mathématicien","vivant","6","17","17"
"Frances Pellos","mathématicien","vivant","6","17","17"
"Francés Pelós","mathématicien","vivant","6","17","17"
"Martin Aigner","mathématicien","vivant","6","17","17"
"Victor Joseph Katz","mathématicien","vivant","6","17","17"
"Diane Bellemare","économiste","vivant","6","17","17"
"bacillus megaterium","bacille","vivant","6","17","17"
"Stephen Hilbert","mathématicien","vivant","6","17","17"
"Kenneth Ownsworth May","mathématicien","vivant","6","17","17"
"Andrew Mattei Gleason","mathématicien","vivant","6","17","17"
"Andréas Georgiou","économiste","vivant","6","17","17"
"Jagdish Natwarlal Bhagwati","économiste","vivant","6","17","17"
"Iró Dióti","économiste","vivant","6","17","17"
"Aléxis Mitrópoulos","économiste","vivant","6","17","17"
"Edmond Halley","astronome","mort","6","17","17"
"Edmond Halley","astronome","être animé","6","6","6"
"Edmond Halley","astronome","être humain","6","6","6"
"Edmond Halley","astronome","individu","6","6","6"
"Edmond Halley","astronome","personne","6","6","6"
"Edmond Halley","astronome","scientifique","6","6","6"
"Edmond Halley","astronome","pied","6","9","9"
"Edmond Halley","astronome","bouche","6","9","9"
"Edmond Halley","astronome","tête","6","9","9"
"Edmond Halley","astronome","jambe","6","9","9"
"Edmond Halley","astronome","bras","6","9","9"
"Edmond Halley","astronome","corps","6","9","9"
"Edmond Halley","astronome","jambes","6","9","9"
"Edmond Halley","astronome","oeil","6","9","9"
"Edmond Halley","astronome","yeux","6","9","9"
"Edmond Halley","astronome","coeur","6","9","9"
"Edmond Halley","astronome","main","6","9","9"
"Edmond Halley","astronome","cou","6","9","9"
"Edmond Halley","astronome","visage","6","9","9"
"Edmond Halley","astronome","nez","6","9","9"
"Edmond Halley","astronome","ADN","6","9","9"
"Edmond Halley","scientifique","mort","6","17","17"
"Edmond Halley","scientifique","être animé","6","6","6"
"Edmond Halley","scientifique","homme","6","6","6"
"Edmond Halley","scientifique","personne","6","6","6"
"Edmond Halley","scientifique","individu","6","6","6"
"Edmond Halley","scientifique","humain","6","6","6"
"Edmond Halley","scientifique","être humain","6","6","6"
"Edmond Halley","scientifique","bouche","6","9","9"
"Edmond Halley","scientifique","coeur","6","9","9"
"Edmond Halley","scientifique","nez","6","9","9"
"Edmond Halley","scientifique","jambes","6","9","9"
"Edmond Halley","scientifique","tête","6","9","9"
"Edmond Halley","scientifique","visage","6","9","9"
"Edmond Halley","scientifique","corps","6","9","9"
"Edmond Halley","scientifique","ADN","6","9","9"
"Edmond Halley","scientifique","bras","6","9","9"
"Edmond Halley","scientifique","oeil","6","9","9"
"Edmond Halley","scientifique","yeux","6","9","9"
"Edmond Halley","scientifique","pied","6","9","9"
"Edmond Halley","scientifique","cou","6","9","9"
"Edmond Halley","scientifique","main","6","9","9"
"Edmond Halley","scientifique","jambe","6","9","9"
"Ronald Creagh","sociologue","vivant","6","17","17"
"William Sutherland","physicien","vivant","6","17","17"
"Nicolas Vieille","mathématicien","vivant","6","17","17"
"Gordon Douglas Slade","mathématicien","vivant","6","17","17"
"Athanásios Petrákos","mathématicien","vivant","6","17","17"
"Panayótis Lafazánis","mathématicien","vivant","6","17","17"
"John Joseph O'Connor","mathématicien","vivant","6","17","17"
"Andrew Blake","mathématicien","vivant","6","17","17"
"Evariste Gallois","mathématicien","vivant","6","17","17"
"De Valon","archéologue","vivant","6","17","17"
"laboratoire","Chimie","recherche","9","6","9"
"laboratoire","frigidaire","frigo","9","9","9"
"laboratoire","frigidaire","réfrigérateur","9","9","9"
"laboratoire","réfrigérateur","frigo","9","9","9"
"laboratoire","réfrigérateur","frigidaire","9","9","9"
"laboratoire","chimie","recherche","9","6","9"
"laboratoire","recherche","scientifique","9","17","17"
"atomique","Chimie","recherche","6","6","6"
"atomique","physique","Chimie","6","9","6"
"atomique","physique","chimie","6","9","6"
"atomique","chimie","physique","6","6","6"
"atomique","chimie","recherche","6","6","6"
"labo","Chimie","recherche","9","6","9"
"labo","chimie","recherche","9","6","9"
"labo","recherche","scientifique","9","17","17"
"film","Louis Lumière","scientifique","42","6","17"
"thèse","recherche","scientifique","","17","17"
"arithmétique","mathématique","Science","6","6","6"
"arithmétique","mathématique","=science=","6","6","6"
"arithmétique","mathématique","science","6","6","6"
"arithmétique","mathématique","décimal","6","9","9"
"arithmétique","mathématique","soustraction","6","9","9"
"arithmétique","Mathématiques","supérieures","6","17","17"
"arithmétique","Mathématiques","géométrie","6","17","17"
"arithmétique","Mathématiques","quatre","6","",""
"arithmétique","Mathématiques","géométrie","6","","17"
"arithmétique","Mathématiques","quatres","6","",""
"arithmétique","Mathématiques","science","6","6","6"
"arithmétique","Mathématiques","=science=","6","6","6"
"arithmétique","Mathématiques","Science","6","6","6"
"arithmétique","Mathématiques","géométrie","6","9","17"
"arithmétique","Mathématiques","soustraction","6","9","9"
"arithmétique","Mathématiques","branche des mathématiques","6","9","6"
"arithmétique","Mathématiques","décimal","6","9","9"
"arithmétique","quatres","Mathématiques","","42","6"
"arithmétique","quatre","Mathématiques","","42","6"
"arithmétique","géométrie","Mathématiques","17","42","6"
"arithmétique","géométrie","Mathématiques","17","6","6"
"chimie","laboratoire","recherche","15","9","6"
"chimie","labo","recherche","15","9","6"
"chimie","physique","étude","6","6","6"
"chimie","physique","=science=","6","6","6"
"chimie","physique","cours","6","6","6"
"chimie","physique","matière","6","6","6"
"chimie","physique","Science","6","6","6"
"chimie","physique","discipline","6","6","6"
"chimie","physique","science","6","6","6"
"chimie","science","physique","6","6","6"
"chimie","science","recherche","6","42","6"
"chimie","=science=","recherche","6","42","6"
"chimie","Science","recherche","6","42","6"
"chimie","étude","recherche","6","6","6"
"chimie","recherche","labo","6","15","15"
"chimie","recherche","laboratoire","6","15","15"
"chimie","recherche","science","6","","6"
"chimie","recherche","Science","6","","6"
"chimie","recherche","=science=","6","","6"
"chimie","recherche","laboratoire","6","9","15"
"maladie","génétique","trouble du langage","17","",""
"maladie","génétique","adulte handicapé","17","",""
"maladie","génétique","fou","17","",""
"maladie","génétique","se déchausser","17","",""
"maladie","génétique","médecine","17","6",""
"maladie","chirurgie","Médecine","","6",""
"maladie","chirurgie","médecine","","6",""
"maladie","=medicament=","médecine","","42",""
"maladie","clinique","médecine","","42",""
"maladie","Chirurgie","Médecine","","6",""
"maladie","Chirurgie","médecine","","6",""
"maladie","adulte handicapé","génétique","","42","17"
"maladie","soigner","Médecine","","13",""
"maladie","soigner","médecine","","13",""
"maladie","soigner","Médecine","","",""
"maladie","soigner","médecine","","",""
"maladie","medicament","médecine","","42",""
"maladie","trouble du langage","génétique","","42","17"
"maladie","guérir","médecine","","42",""
"maladie","mort","bacille","","42","42"
"maladie","Médecine","soigner","","42",""
"maladie","opération","Médecine","","6",""
"maladie","opération","médecine","","6",""
"maladie","guérison","médecine","","42",""
"maladie","médecin","Médecine","","6",""
"maladie","médecin","médecine","","6",""
"maladie","mourir","bacille","","13","42"
"maladie","soin","Médecine","","6",""
"maladie","soin","médecine","","6",""
"maladie","médicament","médecine","","42",""
"maladie","médecine","medicament","","",""
"maladie","médecine","guérison","","",""
"maladie","médecine","clinique","","",""
"maladie","médecine","guérir","","",""
"maladie","médecine","médicament","","",""
"maladie","médecine","=medicament=","","",""
"maladie","médecine","se déchausser","","",""
"maladie","médecine","hosto","","9",""
"maladie","médecine","=hospital=","","9",""
"maladie","médecine","hospital","","9",""
"maladie","médecine","hôpital","","9",""
"maladie","médecine","docteur","","9",""
"maladie","médecine","soigner","","42",""
"maladie","se déchausser","médecine","","42",""
"maladie","se déchausser","génétique","","42","17"
"maladie","fou","génétique","","42","17"
"maladie","Bacille de Koch","bacille","42","6","42"
"maladie","bacille","mortel","42","17","17"
"maladie","bacille","dangereux","42","17","17"
"maladie","bacille","mort","42","17",""
"maladie","bacille","pathogène","42","17","42"
"maladie","bacille","mort","42","",""
"maladie","bacille","bactérie","42","6","42"
"maladie","bacille","=microorganism=","42","6","42"
"maladie","bacille","micro-organisme","42","6","42"
"maladie","bacille","=bacteria=","42","6","42"
"maladie","bacille","organisme unicellulaire","42","6","42"
"maladie","bacille","organisme microscopique","42","6","42"
"maladie","bacille","microorganisme","42","6","42"
"maladie","bacille de Koch","bacille","42","6","42"
"syndrome d'Usher","maladie","génétique","6","17","17"
"gonococcie","maladie","génétique","6","17","17"
"infarctus","maladie","génétique","6","17","17"
"obésité","maladie","génétique","6","17","17"
"obésité","maladie","génétique","17","17","17"
"maladie de peau","maladie","génétique","6","17","17"
"maladie dermatologique","maladie","génétique","6","17","17"
"dermatose","maladie","génétique","6","17","17"
"maladie de la peau","maladie","génétique","6","17","17"
"maladie génétique","maladie","génétique","6","17","17"
"céroïde lipofuscinose neuronale de type infantile tardive","maladie","génétique","6","17","17"
"syndrome d'Aicardi","maladie","génétique","6","17","17"
"céroïde-lipofuscinose infantile","maladie","génétique","6","17","17"
"syndrome de Miller-Dieker","maladie","génétique","6","17","17"
"maladie de Wilson","maladie","génétique","6","17","17"
"syndrome de l'X fragile","maladie","génétique","6","17","17"
"lymphangioléiomyomatose","maladie","génétique","6","17","17"
"LAM","maladie","génétique","6","17","17"
"LAM pulmonaire sporadique","maladie","génétique","6","17","17"
"angiochondromatose","maladie","génétique","6","17","42"
"angiochondromatose","maladie","génétique","6","17","17"
"stéatopygie","maladie","génétique","6","17","17"
"syndrome de Zinsser-Engman-Cole","maladie","génétique","6","17","42"
"syndrome de Zinsser-Engman-Cole","maladie","génétique","6","17","17"
"dyskératose congénitale","maladie","génétique","6","17","42"
"dyskératose congénitale","maladie","génétique","6","17","17"
"maladie héréditaire","maladie","génétique","6","17","17"
"syndrome de Gilbert","maladie","génétique","6","17","42"
"syndrome de Gilbert","maladie","génétique","6","17","17"
"=skin disorder=","maladie","génétique","6","17","17"
"affection cutanée","maladie","génétique","6","17","17"
"trouble cutané","maladie","génétique","6","17","17"
"affection de la peau","maladie","génétique","6","17","17"
"=obesity=","maladie","génétique","6","17","17"
"=obesity=","maladie","génétique","17","17","17"
